 -2.0000E+01  0.0000E+00 -2.0000E+01  2.6348E+00  1.9377E-01  2.5943E+09
 -2.0000E+01  0.0000E+00 -1.9800E+01  2.6530E+00  1.9203E-01  2.9025E+09
 -2.0000E+01  0.0000E+00 -1.9600E+01  2.6712E+00  1.9029E-01  3.2109E+09
 -2.0000E+01  0.0000E+00 -1.9400E+01  2.6914E+00  1.8890E-01  3.4805E+09
 -2.0000E+01  0.0000E+00 -1.9200E+01  2.6939E+00  1.8437E-01  4.0976E+09
 -2.0000E+01  0.0000E+00 -1.9000E+01  2.6614E+00  1.7762E-01  4.7420E+09
 -2.0000E+01  0.0000E+00 -1.8800E+01  2.6918E+00  1.7487E-01  5.3373E+09
 -2.0000E+01  0.0000E+00 -1.8600E+01  2.7223E+00  1.7211E-01  5.9328E+09
 -2.0000E+01  0.0000E+00 -1.8400E+01  2.7528E+00  1.6936E-01  6.5283E+09
 -2.0000E+01  0.0000E+00 -1.8200E+01  2.7833E+00  1.6661E-01  7.1235E+09
 -2.0000E+01  0.0000E+00 -1.8000E+01  2.8028E+00  1.6315E-01  7.7767E+09
 -2.0000E+01  0.0000E+00 -1.7800E+01  2.8159E+00  1.5927E-01  8.4651E+09
 -2.0000E+01  0.0000E+00 -1.7600E+01  2.8290E+00  1.5539E-01  9.1534E+09
 -2.0000E+01  0.0000E+00 -1.7400E+01  2.8539E+00  1.5117E-01  1.0302E+10
 -2.0000E+01  0.0000E+00 -1.7200E+01  2.8907E+00  1.4661E-01  1.1911E+10
 -2.0000E+01  0.0000E+00 -1.7000E+01  2.9275E+00  1.4205E-01  1.3520E+10
 -2.0000E+01  0.0000E+00 -1.6800E+01  3.0090E+00  1.3809E-01  1.5639E+10
 -2.0000E+01  0.0000E+00 -1.6600E+01  3.1651E+00  1.3512E-01  1.8608E+10
 -2.0000E+01  0.0000E+00 -1.6400E+01  3.3211E+00  1.3215E-01  2.1578E+10
 -2.0000E+01  0.0000E+00 -1.6200E+01  3.4473E+00  1.2781E-01  2.5219E+10
 -2.0000E+01  0.0000E+00 -1.6000E+01  3.4841E+00  1.1933E-01  3.0874E+10
 -2.0000E+01  0.0000E+00 -1.5800E+01  3.5209E+00  1.1086E-01  3.6530E+10
 -2.0000E+01  0.0000E+00 -1.5600E+01  3.5536E+00  1.0288E-01  4.2372E+10
 -2.0000E+01  0.0000E+00 -1.5400E+01  3.5577E+00  9.8326E-02  4.9526E+10
 -2.0000E+01  0.0000E+00 -1.5200E+01  3.5619E+00  9.3772E-02  5.6680E+10
 -2.0000E+01  0.0000E+00 -1.5000E+01  3.5661E+00  8.9219E-02  6.3832E+10
 -2.0000E+01  0.0000E+00 -1.4800E+01  3.5666E+00  8.9382E-02  7.3729E+10
 -2.0000E+01  0.0000E+00 -1.4600E+01  3.5671E+00  8.9546E-02  8.3632E+10
 -2.0000E+01  0.0000E+00 -1.4400E+01  3.5594E+00  8.9099E-02  9.4029E+10
 -2.0000E+01  0.0000E+00 -1.4200E+01  3.6256E+00  9.4148E-02  9.9912E+10
 -2.0000E+01  0.0000E+00 -1.4000E+01  3.6917E+00  9.9197E-02  1.0580E+11
 -2.0000E+01  0.0000E+00 -1.3800E+01  3.7481E+00  1.0313E-01  1.1193E+11
 -2.0000E+01  0.0000E+00 -1.3600E+01  3.8534E+00  1.1265E-01  1.1682E+11
 -2.0000E+01  0.0000E+00 -1.3400E+01  3.9587E+00  1.2218E-01  1.2169E+11
 -2.0000E+01  0.0000E+00 -1.3200E+01  4.0640E+00  1.3170E-01  1.2657E+11
 -2.0000E+01  0.0000E+00 -1.3000E+01  4.1507E+00  1.3946E-01  1.3104E+11
 -2.0000E+01  0.0000E+00 -1.2800E+01  4.2263E+00  1.4615E-01  1.3525E+11
 -2.0000E+01  0.0000E+00 -1.2600E+01  4.3019E+00  1.5285E-01  1.3947E+11
 -2.0000E+01  0.0000E+00 -1.2400E+01  4.3661E+00  1.5891E-01  1.4278E+11
 -2.0000E+01  0.0000E+00 -1.2200E+01  4.4189E+00  1.6433E-01  1.4520E+11
 -2.0000E+01  0.0000E+00 -1.2000E+01  4.4717E+00  1.6975E-01  1.4761E+11
 -2.0000E+01  0.0000E+00 -1.1800E+01  4.5331E+00  1.7483E-01  1.5021E+11
 -2.0000E+01  0.0000E+00 -1.1600E+01  4.6087E+00  1.7932E-01  1.5314E+11
 -2.0000E+01  0.0000E+00 -1.1400E+01  4.6844E+00  1.8381E-01  1.5606E+11
 -2.0000E+01  0.0000E+00 -1.1200E+01  4.7585E+00  1.8834E-01  1.5856E+11
 -2.0000E+01  0.0000E+00 -1.1000E+01  4.8281E+00  1.9296E-01  1.5978E+11
 -2.0000E+01  0.0000E+00 -1.0800E+01  4.8978E+00  1.9759E-01  1.6100E+11
 -2.0000E+01  0.0000E+00 -1.0600E+01  4.9648E+00  2.0203E-01  1.6216E+11
 -2.0000E+01  0.0000E+00 -1.0400E+01  5.0138E+00  2.0517E-01  1.6286E+11
 -2.0000E+01  0.0000E+00 -1.0200E+01  5.0628E+00  2.0831E-01  1.6355E+11
 -2.0000E+01  0.0000E+00 -1.0000E+01  5.1118E+00  2.1145E-01  1.6426E+11
 -2.0000E+01  0.0000E+00 -9.8000E+00  5.1827E+00  2.1375E-01  1.6460E+11
 -2.0000E+01  0.0000E+00 -9.6000E+00  5.2535E+00  2.1606E-01  1.6494E+11
 -2.0000E+01  0.0000E+00 -9.4000E+00  5.3289E+00  2.1860E-01  1.6544E+11
 -2.0000E+01  0.0000E+00 -9.2000E+00  5.3637E+00  2.1901E-01  1.6450E+11
 -2.0000E+01  0.0000E+00 -9.0000E+00  5.3986E+00  2.1941E-01  1.6357E+11
 -2.0000E+01  0.0000E+00 -8.8000E+00  5.4296E+00  2.1995E-01  1.6233E+11
 -2.0000E+01  0.0000E+00 -8.6000E+00  5.4797E+00  2.1982E-01  1.6260E+11
 -2.0000E+01  0.0000E+00 -8.4000E+00  5.5299E+00  2.1970E-01  1.6288E+11
 -2.0000E+01  0.0000E+00 -8.2000E+00  5.5800E+00  2.1958E-01  1.6315E+11
 -2.0000E+01  0.0000E+00 -8.0000E+00  5.6351E+00  2.1954E-01  1.6421E+11
 -2.0000E+01  0.0000E+00 -7.8000E+00  5.6932E+00  2.1956E-01  1.6573E+11
 -2.0000E+01  0.0000E+00 -7.6000E+00  5.7513E+00  2.1958E-01  1.6726E+11
 -2.0000E+01  0.0000E+00 -7.4000E+00  5.8130E+00  2.1951E-01  1.6987E+11
 -2.0000E+01  0.0000E+00 -7.2000E+00  5.8781E+00  2.1936E-01  1.7357E+11
 -2.0000E+01  0.0000E+00 -7.0000E+00  5.9433E+00  2.1921E-01  1.7727E+11
 -2.0000E+01  0.0000E+00 -6.8000E+00  6.0226E+00  2.1873E-01  1.8246E+11
 -2.0000E+01  0.0000E+00 -6.6000E+00  6.1255E+00  2.1769E-01  1.9016E+11
 -2.0000E+01  0.0000E+00 -6.4000E+00  6.2283E+00  2.1665E-01  1.9785E+11
 -2.0000E+01  0.0000E+00 -6.2000E+00  6.3241E+00  2.1555E-01  2.0508E+11
 -2.0000E+01  0.0000E+00 -6.0000E+00  6.3988E+00  2.1425E-01  2.1090E+11
 -2.0000E+01  0.0000E+00 -5.8000E+00  6.4734E+00  2.1296E-01  2.1672E+11
 -2.0000E+01  0.0000E+00 -5.6000E+00  6.5377E+00  2.1109E-01  2.2317E+11
 -2.0000E+01  0.0000E+00 -5.4000E+00  6.5292E+00  2.0516E-01  2.3394E+11
 -2.0000E+01  0.0000E+00 -5.2000E+00  6.5207E+00  1.9923E-01  2.4471E+11
 -2.0000E+01  0.0000E+00 -5.0000E+00  6.5122E+00  1.9329E-01  2.5548E+11
 -2.0000E+01  0.0000E+00 -4.8000E+00  6.4474E+00  1.8308E-01  2.7039E+11
 -2.0000E+01  0.0000E+00 -4.6000E+00  6.3826E+00  1.7287E-01  2.8530E+11
 -2.0000E+01  0.0000E+00 -4.4000E+00  6.3176E+00  1.6253E-01  2.9980E+11
 -2.0000E+01  0.0000E+00 -4.2000E+00  6.2538E+00  1.5341E-01  3.1788E+11
 -2.0000E+01  0.0000E+00 -4.0000E+00  6.1901E+00  1.4428E-01  3.3597E+11
 -2.0000E+01  0.0000E+00 -3.8000E+00  6.1087E+00  1.3412E-01  3.5515E+11
 -2.0000E+01  0.0000E+00 -3.6000E+00  6.1157E+00  1.2916E-01  3.6884E+11
 -2.0000E+01  0.0000E+00 -3.4000E+00  6.1226E+00  1.2421E-01  3.8253E+11
 -2.0000E+01  0.0000E+00 -3.2000E+00  6.1296E+00  1.1925E-01  3.9622E+11
 -2.0000E+01  0.0000E+00 -3.0000E+00  6.1518E+00  1.1605E-01  4.0908E+11
 -2.0000E+01  0.0000E+00 -2.8000E+00  6.1833E+00  1.1390E-01  4.2144E+11
 -2.0000E+01  0.0000E+00 -2.6000E+00  6.2148E+00  1.1175E-01  4.3380E+11
 -2.0000E+01  0.0000E+00 -2.4000E+00  6.2498E+00  1.0994E-01  4.4335E+11
 -2.0000E+01  0.0000E+00 -2.2000E+00  6.2885E+00  1.0848E-01  4.5007E+11
 -2.0000E+01  0.0000E+00 -2.0000E+00  6.3271E+00  1.0703E-01  4.5680E+11
 -2.0000E+01  0.0000E+00 -1.8000E+00  6.3527E+00  1.0583E-01  4.6112E+11
 -2.0000E+01  0.0000E+00 -1.6000E+00  6.3566E+00  1.0505E-01  4.6143E+11
 -2.0000E+01  0.0000E+00 -1.4000E+00  6.3605E+00  1.0428E-01  4.6172E+11
 -2.0000E+01  0.0000E+00 -1.2000E+00  6.3617E+00  1.0324E-01  4.6194E+11
 -2.0000E+01  0.0000E+00 -1.0000E+00  6.3548E+00  1.0141E-01  4.6191E+11
 -2.0000E+01  0.0000E+00 -8.0000E-01  6.3479E+00  9.9591E-02  4.6188E+11
 -2.0000E+01  0.0000E+00 -6.0000E-01  6.3406E+00  9.7898E-02  4.6169E+11
 -2.0000E+01  0.0000E+00 -4.0000E-01  6.3305E+00  9.7120E-02  4.6031E+11
 -2.0000E+01  0.0000E+00 -2.0000E-01  6.3205E+00  9.6342E-02  4.5894E+11
 -2.0000E+01  0.0000E+00  0.0000E+00  6.3105E+00  9.5565E-02  4.5757E+11
 -2.0000E+01  0.0000E+00  2.0000E-01  6.3155E+00  9.6405E-02  4.4925E+11
 -2.0000E+01  0.0000E+00  4.0000E-01  6.3204E+00  9.7246E-02  4.4093E+11
 -2.0000E+01  0.0000E+00  6.0000E-01  6.3192E+00  9.7572E-02  4.3270E+11
 -2.0000E+01  0.0000E+00  8.0000E-01  6.3740E+00  1.0252E-01  4.2365E+11
 -2.0000E+01  0.0000E+00  1.0000E+00  6.4288E+00  1.0748E-01  4.1461E+11
 -2.0000E+01  0.0000E+00  1.2000E+00  6.5053E+00  1.1274E-01  4.0625E+11
 -2.0000E+01  0.0000E+00  1.4000E+00  6.4734E+00  1.1647E-01  3.9447E+11
 -2.0000E+01  0.0000E+00  1.6000E+00  6.4415E+00  1.2020E-01  3.8269E+11
 -2.0000E+01  0.0000E+00  1.8000E+00  6.4096E+00  1.2394E-01  3.7092E+11
 -2.0000E+01  0.0000E+00  2.0000E+00  6.3485E+00  1.2541E-01  3.6598E+11
 -2.0000E+01  0.0000E+00  2.2000E+00  6.2698E+00  1.2554E-01  3.6517E+11
 -2.0000E+01  0.0000E+00  2.4000E+00  6.1911E+00  1.2567E-01  3.6435E+11
 -2.0000E+01  0.0000E+00  2.6000E+00  6.0780E+00  1.2398E-01  3.6771E+11
 -2.0000E+01  0.0000E+00  2.8000E+00  5.9307E+00  1.2047E-01  3.7524E+11
 -2.0000E+01  0.0000E+00  3.0000E+00  5.7833E+00  1.1697E-01  3.8278E+11
 -2.0000E+01  0.0000E+00  3.2000E+00  5.6108E+00  1.1288E-01  3.9482E+11
 -2.0000E+01  0.0000E+00  3.4000E+00  5.3963E+00  1.0782E-01  4.1434E+11
 -2.0000E+01  0.0000E+00  3.6000E+00  5.1818E+00  1.0277E-01  4.3387E+11
 -2.0000E+01  0.0000E+00  3.8000E+00  4.9804E+00  9.8754E-02  4.5093E+11
 -2.0000E+01  0.0000E+00  4.0000E+00  4.8184E+00  9.7862E-02  4.6056E+11
 -2.0000E+01  0.0000E+00  4.2000E+00  4.6564E+00  9.6969E-02  4.7018E+11
 -2.0000E+01  0.0000E+00  4.4000E+00  4.5116E+00  9.6318E-02  4.7794E+11
 -2.0000E+01  0.0000E+00  4.6000E+00  4.4868E+00  9.7357E-02  4.7264E+11
 -2.0000E+01  0.0000E+00  4.8000E+00  4.4620E+00  9.8396E-02  4.6734E+11
 -2.0000E+01  0.0000E+00  5.0000E+00  4.4371E+00  9.9434E-02  4.6204E+11
 -2.0000E+01  0.0000E+00  5.2000E+00  4.5800E+00  1.0970E-01  4.2941E+11
 -2.0000E+01  0.0000E+00  5.4000E+00  4.7228E+00  1.1996E-01  3.9680E+11
 -2.0000E+01  0.0000E+00  5.6000E+00  4.8458E+00  1.2933E-01  3.6398E+11
 -2.0000E+01  0.0000E+00  5.8000E+00  5.1477E+00  1.4676E-01  3.3289E+11
 -2.0000E+01  0.0000E+00  6.0000E+00  5.4495E+00  1.6419E-01  3.0178E+11
 -2.0000E+01  0.0000E+00  6.2000E+00  5.8142E+00  1.8518E-01  2.6462E+11
 -2.0000E+01  0.0000E+00  6.4000E+00  5.8648E+00  1.8838E-01  2.5774E+11
 -2.0000E+01  0.0000E+00  6.6000E+00  5.9153E+00  1.9158E-01  2.5085E+11
 -2.0000E+01  0.0000E+00  6.8000E+00  5.9659E+00  1.9479E-01  2.4397E+11
 -2.0000E+01  0.0000E+00  7.0000E+00  5.9690E+00  1.9607E-01  2.3749E+11
 -2.0000E+01  0.0000E+00  7.2000E+00  5.9436E+00  1.9620E-01  2.3124E+11
 -2.0000E+01  0.0000E+00  7.4000E+00  5.9183E+00  1.9634E-01  2.2501E+11
 -2.0000E+01  0.0000E+00  7.6000E+00  5.8591E+00  1.9535E-01  2.1995E+11
 -2.0000E+01  0.0000E+00  7.8000E+00  5.7660E+00  1.9324E-01  2.1609E+11
 -2.0000E+01  0.0000E+00  8.0000E+00  5.6729E+00  1.9114E-01  2.1222E+11
 -2.0000E+01  0.0000E+00  8.2000E+00  5.5733E+00  1.8803E-01  2.0879E+11
 -2.0000E+01  0.0000E+00  8.4000E+00  5.4627E+00  1.8326E-01  2.0610E+11
 -2.0000E+01  0.0000E+00  8.6000E+00  5.3521E+00  1.7849E-01  2.0341E+11
